antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
is_correct=0,noise_keyword_hit=none,0.5446386395843175,0.7123287671232876,0.42890883325460555,0.7875108412836079,1.105544065648142,1.0,0.040947062591804084,1.3538160469667317,0.2096532436434093,0.517969195664575,0.2613472101763515,0.6948164285993637
noise_keyword_hit=none,is_correct=0,0.7123287671232876,0.5446386395843175,0.42890883325460555,0.6021220159151194,1.105544065648142,1.0,0.040947062591804084,1.1444748858447489,0.33186490455212897,0.517969195664575,0.12623683370571334,0.6948164285993637
is_correct=0,has_formula=1,0.5446386395843175,0.750968351440718,0.36598960793575813,0.6719861231569817,0.8948261559462386,1.0,-0.04301677336379217,0.7592107107055843,-0.20515997211861328,0.3936991869918698,-0.31715739240643,0.5796715116980027
is_correct=0 & noise_keyword_present=0,uses_coordinate=0,0.42890883325460555,0.7749645725082664,0.3392536608408125,0.7909691629955948,1.0206520285637415,1.0,0.006864510232637788,1.0765656910563446,0.03543068681721791,0.39237325174825183,0.07112031499091981,0.6143679168629077
noise_keyword_present=0 & uses_coordinate=0,is_correct=0,0.5190363722248464,0.5446386395843175,0.3392536608408125,0.6536221332362578,1.2001023903392523,1.0,0.05656639717749268,1.314637579676175,0.3466743748872169,0.46830985915492973,0.23933408305099357,0.638259462108155
is_correct=0 & uses_coordinate=0,noise_keyword_present=0,0.4457250826641474,0.7123287671232876,0.3392536608408125,0.7611275964391692,1.0685060488472953,1.0,0.021750862230734913,1.2042882668254917,0.11567159096157165,0.41433021806853587,0.16963402571711197,0.6186937716943857
is_correct=0,noise_keyword_present=0 & uses_coordinate=0,0.5446386395843175,0.5190363722248464,0.3392536608408125,0.622896790980052,1.200102390339252,1.0,0.05656639717749268,1.2754164278398161,0.3661658179566019,0.46830985915492973,0.215942355632263,0.638259462108155
is_correct=0 & noise_keyword_present=0,noise_keyword_hit=none,0.42890883325460555,0.7123287671232876,0.42890883325460555,1.0,1.403846153846154,1.0,0.12338473285406465,inf,0.5037220843672459,0.6021220159151194,1.0,0.8010610079575597
noise_keyword_hit=none & noise_keyword_present=0,is_correct=0,0.7123287671232876,0.5446386395843175,0.42890883325460555,0.6021220159151194,1.105544065648142,1.0,0.040947062591804084,1.1444748858447489,0.33186490455212897,0.517969195664575,0.12623683370571334,0.6948164285993637
is_correct=0 & noise_keyword_hit=none,noise_keyword_present=0,0.42890883325460555,0.7123287671232876,0.42890883325460555,1.0,1.403846153846154,1.0,0.12338473285406465,inf,0.5037220843672459,0.6021220159151194,1.0,0.8010610079575597
noise_keyword_present=0,is_correct=0 & noise_keyword_hit=none,0.7123287671232876,0.42890883325460555,0.42890883325460555,0.6021220159151194,1.403846153846154,1.0,0.12338473285406465,1.4353424657534246,1.0000000000000002,0.6021220159151194,0.30330215690017187,0.8010610079575597
is_correct=0,noise_keyword_hit=none & noise_keyword_present=0,0.5446386395843175,0.7123287671232876,0.42890883325460555,0.7875108412836079,1.105544065648142,1.0,0.040947062591804084,1.3538160469667317,0.2096532436434093,0.517969195664575,0.2613472101763515,0.6948164285993637
noise_keyword_hit=none,is_correct=0 & noise_keyword_present=0,0.7123287671232876,0.42890883325460555,0.42890883325460555,0.6021220159151194,1.403846153846154,1.0,0.12338473285406465,1.4353424657534246,1.0000000000000002,0.6021220159151194,0.30330215690017187,0.8010610079575597
is_correct=0 & noise_keyword_hit=none,uses_coordinate=0,0.42890883325460555,0.7749645725082664,0.3392536608408125,0.7909691629955948,1.0206520285637415,1.0,0.006864510232637788,1.0765656910563446,0.03543068681721791,0.39237325174825183,0.07112031499091981,0.6143679168629077
noise_keyword_hit=none & uses_coordinate=0,is_correct=0,0.5190363722248464,0.5446386395843175,0.3392536608408125,0.6536221332362578,1.2001023903392523,1.0,0.05656639717749268,1.314637579676175,0.3466743748872169,0.46830985915492973,0.23933408305099357,0.638259462108155
is_correct=0 & uses_coordinate=0,noise_keyword_hit=none,0.4457250826641474,0.7123287671232876,0.3392536608408125,0.7611275964391692,1.0685060488472953,1.0,0.021750862230734913,1.2042882668254917,0.11567159096157165,0.41433021806853587,0.16963402571711197,0.6186937716943857
is_correct=0,noise_keyword_hit=none & uses_coordinate=0,0.5446386395843175,0.5190363722248464,0.3392536608408125,0.622896790980052,1.200102390339252,1.0,0.05656639717749268,1.2754164278398161,0.3661658179566019,0.46830985915492973,0.215942355632263,0.638259462108155
is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0,uses_coordinate=0,0.42890883325460555,0.7749645725082664,0.3392536608408125,0.7909691629955948,1.0206520285637415,1.0,0.006864510232637788,1.0765656910563446,0.03543068681721791,0.39237325174825183,0.07112031499091981,0.6143679168629077
noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0,is_correct=0,0.5190363722248464,0.5446386395843175,0.3392536608408125,0.6536221332362578,1.2001023903392523,1.0,0.05656639717749268,1.314637579676175,0.3466743748872169,0.46830985915492973,0.23933408305099357,0.638259462108155
is_correct=0 & noise_keyword_present=0 & uses_coordinate=0,noise_keyword_hit=none,0.3392536608408125,0.7123287671232876,0.3392536608408125,1.0,1.403846153846154,1.0,0.09759351887201456,inf,0.4353731770088648,0.47625994694960216,1.0,0.738129973474801
is_correct=0 & noise_keyword_hit=none & uses_coordinate=0,noise_keyword_present=0,0.3392536608408125,0.7123287671232876,0.3392536608408125,1.0,1.403846153846154,1.0,0.09759351887201456,inf,0.4353731770088648,0.47625994694960216,1.0,0.738129973474801
is_correct=0 & noise_keyword_present=0,noise_keyword_hit=none & uses_coordinate=0,0.42890883325460555,0.5190363722248464,0.3392536608408125,0.7909691629955948,1.5239185639440065,1.0,0.11663437601315044,2.300921886300525,0.602000129447781,0.5573490609964304,0.5653915911035889,0.7222956481159264
noise_keyword_present=0 & uses_coordinate=0,is_correct=0 & noise_keyword_hit=none,0.5190363722248464,0.42890883325460555,0.3392536608408125,0.6536221332362578,1.5239185639440065,1.0,0.11663437601315044,1.6487519023117172,0.7148086392676951,0.5573490609964304,0.39348060881816205,0.7222956481159264
is_correct=0 & noise_keyword_hit=none,noise_keyword_present=0 & uses_coordinate=0,0.42890883325460555,0.5190363722248464,0.3392536608408125,0.7909691629955948,1.5239185639440065,1.0,0.11663437601315044,2.300921886300525,0.602000129447781,0.5573490609964304,0.5653915911035889,0.7222956481159264
noise_keyword_hit=none & uses_coordinate=0,is_correct=0 & noise_keyword_present=0,0.5190363722248464,0.42890883325460555,0.3392536608408125,0.6536221332362578,1.5239185639440065,1.0,0.11663437601315044,1.6487519023117172,0.7148086392676951,0.5573490609964304,0.39348060881816205,0.7222956481159264
is_correct=0 & uses_coordinate=0,noise_keyword_hit=none & noise_keyword_present=0,0.4457250826641474,0.7123287671232876,0.3392536608408125,0.7611275964391692,1.0685060488472953,1.0,0.021750862230734913,1.2042882668254917,0.11567159096157165,0.41433021806853587,0.16963402571711197,0.6186937716943857
is_correct=0,noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0,0.5446386395843175,0.5190363722248464,0.3392536608408125,0.622896790980052,1.200102390339252,1.0,0.05656639717749268,1.2754164278398161,0.3661658179566019,0.46830985915492973,0.215942355632263,0.638259462108155
has_formula=1 & is_correct=0,uses_coordinate=0,0.36598960793575813,0.7749645725082664,0.27246102975909303,0.7444501806917914,0.9606247912498612,1.0,-0.011167950297309825,0.8805931778817935,-0.06072472971938124,0.31371695855542253,-0.13559816850436138,0.5480144357073488
is_correct=0 & uses_coordinate=0,has_formula=1,0.4457250826641474,0.750968351440718,0.27246102975909303,0.6112759643916913,0.8139836561939932,1.0,-0.06226440076497952,0.6406386684311297,-0.2919336459849848,0.29479709700500867,-0.5609423053543052,0.4870444484180119
has_formula=1 & is_correct=0,noise_keyword_hit=none,0.36598960793575813,0.7123287671232876,0.26717052432687766,0.7299948373773878,1.0248004447797945,1.0,0.006465598126063676,1.0654286387804819,0.0381701430887711,0.3293733985557885,0.06141062516901485,0.5525305751873677
is_correct=0 & noise_keyword_hit=none,has_formula=1,0.42890883325460555,0.750968351440718,0.26717052432687766,0.6229074889867842,0.8294723576456297,1.0,-0.05492643510069528,0.6603993483990305,-0.26469912694295833,0.29272332056722905,-0.5142352917583044,0.48933775506075905
is_correct=0 & noise_keyword_present=0,has_formula=1,0.42890883325460555,0.750968351440718,0.26717052432687766,0.6229074889867842,0.8294723576456297,1.0,-0.05492643510069528,0.6603993483990305,-0.26469912694295833,0.29272332056722905,-0.5142352917583044,0.48933775506075905
has_formula=1 & is_correct=0,noise_keyword_present=0,0.36598960793575813,0.7123287671232876,0.26717052432687766,0.7299948373773878,1.0248004447797945,1.0,0.006465598126063676,1.0654286387804819,0.0381701430887711,0.3293733985557885,0.06141062516901485,0.5525305751873677
has_formula=1 & is_correct=0 & noise_keyword_hit=none,uses_coordinate=0,0.26717052432687766,0.7749645725082664,0.1829003306565895,0.6845827439886846,0.8833729544215806,1.0,-0.02414736051519864,0.7134531266217741,-0.15265544197858216,0.21286421110500273,-0.40163377618798246,0.46029697969884065
has_formula=1 & is_correct=0 & uses_coordinate=0,noise_keyword_hit=none,0.27246102975909303,0.7123287671232876,0.1829003306565895,0.6712898751733704,0.9423877093780008,1.0,-0.01118149876084662,0.8751517253337959,-0.07751546596892837,0.22808671065032987,-0.14265900534971243,0.46402690045140665
has_formula=1 & is_correct=0 & noise_keyword_present=0,noise_keyword_hit=none,0.26717052432687766,0.7123287671232876,0.26717052432687766,1.0,1.403846153846154,1.0,0.07685727412143056,inf,0.392548665721284,0.3750663129973475,1.0,0.6875331564986737
is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0,has_formula=1,0.42890883325460555,0.750968351440718,0.26717052432687766,0.6229074889867842,0.8294723576456297,1.0,-0.05492643510069528,0.6603993483990305,-0.26469912694295833,0.29272332056722905,-0.5142352917583044,0.48933775506075905
has_formula=1 & is_correct=0 & noise_keyword_hit=none,noise_keyword_present=0,0.26717052432687766,0.7123287671232876,0.26717052432687766,1.0,1.403846153846154,1.0,0.07685727412143056,inf,0.392548665721284,0.3750663129973475,1.0,0.6875331564986737
is_correct=0 & noise_keyword_present=0,has_formula=1 & noise_keyword_hit=none,0.42890883325460555,0.5215871516296646,0.26717052432687766,0.6229074889867842,1.1942538980121555,1.0,0.04345718768080517,1.268688277804511,0.2848181308737042,0.3909857597124291,0.21178431495361577,0.5675667674964713
has_formula=1 & is_correct=0,noise_keyword_hit=none & noise_keyword_present=0,0.36598960793575813,0.7123287671232876,0.26717052432687766,0.7299948373773878,1.0248004447797945,1.0,0.006465598126063676,1.0654286387804819,0.0381701430887711,0.3293733985557885,0.06141062516901485,0.5525305751873677
is_correct=0 & noise_keyword_hit=none,has_formula=1 & noise_keyword_present=0,0.42890883325460555,0.5215871516296646,0.26717052432687766,0.6229074889867842,1.1942538980121555,1.0,0.04345718768080517,1.268688277804511,0.2848181308737042,0.3909857597124291,0.21178431495361577,0.5675667674964713
has_formula=1 & is_correct=0 & noise_keyword_present=0,uses_coordinate=0,0.26717052432687766,0.7749645725082664,0.1829003306565895,0.6845827439886846,0.8833729544215806,1.0,-0.02414736051519864,0.7134531266217741,-0.15265544197858216,0.21286421110500273,-0.40163377618798246,0.46029697969884065
has_formula=1 & is_correct=0 & uses_coordinate=0,noise_keyword_present=0,0.27246102975909303,0.7123287671232876,0.1829003306565895,0.6712898751733704,0.9423877093780008,1.0,-0.01118149876084662,0.8751517253337959,-0.07751546596892837,0.22808671065032987,-0.14265900534971243,0.46402690045140665
is_correct=0 & is_uncertain=0,has_formula=1,0.21445441662730277,0.750968351440718,0.20453471894189892,0.9537444933920706,1.2700195574984359,1.0,0.043486239228112455,5.383827068853058,0.2706533588675688,0.26881052892972435,0.8142585214548812,0.6130528983503314
is_correct=0 & is_uncertain=0,noise_keyword_hit=none,0.21445441662730277,0.7123287671232876,0.18715162966461973,0.8726872246696036,1.2251186038630975,1.0,0.034389579464349285,2.2595629710385374,0.23391704050779474,0.25303359305147527,0.5574365428990982,0.5677096600801599
is_correct=0 & is_uncertain=0,noise_keyword_present=0,0.21445441662730277,0.7123287671232876,0.18715162966461973,0.8726872246696036,1.2251186038630975,1.0,0.034389579464349285,2.2595629710385374,0.23391704050779474,0.25303359305147527,0.5574365428990982,0.5677096600801599
is_correct=0 & is_uncertain=0,uses_coordinate=0,0.21445441662730277,0.7749645725082664,0.13084553613604158,0.6101321585903084,0.7873032913176173,1.0,-0.03534903916804577,0.5772095145833167,-0.25590365229122686,0.1523987676056338,-0.7324731743583484,0.38948641331929174
has_formula=1 & is_correct=0 & is_uncertain=0,noise_keyword_hit=none,0.20453471894189892,0.7123287671232876,0.18252243741143126,0.8923787528868359,1.252762480014212,1.0,0.036826473233640244,2.6729966488329673,0.2536428596017565,0.24855268236202238,0.6258880457494772,0.5743060873187495
is_correct=0 & is_uncertain=0 & noise_keyword_hit=none,has_formula=1,0.18715162966461973,0.750968351440718,0.18252243741143126,0.9752650176678446,1.2986765897614962,1.0,0.041977486612748,10.067993791753846,0.28293757874665637,0.24156039009752434,0.9006753459841179,0.6091572289244997
has_formula=1 & is_correct=0 & noise_keyword_hit=none,is_uncertain=0,0.26717052432687766,0.6698157770429853,0.18252243741143126,0.6831683168316831,1.0199346450865114,1.0,0.0035674050564418747,1.0421439537080772,0.026670627558465075,0.24192336589030805,0.040439666284224865,0.4778323953692971
is_correct=0 & is_uncertain=0,has_formula=1 & noise_keyword_hit=none,0.21445441662730277,0.5215871516296646,0.18252243741143126,0.8511013215859031,1.6317528507492818,1.0,0.07066576908839502,3.2130093662741466,0.4928575785983823,0.3297491039426523,0.6887653019326194,0.6005189636366393
